ID,Place,Postcode,Address,ATM Type,Location Type,Line Capacity,Migration,KeyHolder / SVA,Total Location,Latitude,Longitude
S1D441,ROTTERDAM,3012 EN,LIJNBAAN 123,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, LIJNBAAN 123",,
S1V458,ROTTERDAM,3015 GE,DR. MOLEWATERPLEIN 50,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ROTTERDAM, DR. MOLEWATERPLEIN 50",,
S1Q290,ROTTERDAM,3026 TR,R. MANZSTRAAT 165,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ROTTERDAM, R. MANZSTRAAT 165",,
S1K461,ROTTERDAM,3026 TR,R. MANZSTRAAT 165,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ROTTERDAM, R. MANZSTRAAT 165",,
S1N476,ROTTERDAM,3014 BE,1E MIDDELLANDSTRAAT 24,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, 1E MIDDELLANDSTRAAT 24",,
S1O416,ROTTERDAM,3014 BE,1E MIDDELLANDSTRAAT 24,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, 1E MIDDELLANDSTRAAT 24",,
S1O208,ROTTERDAM,3021 GD,NIEUWE BINNENWEG 259B,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, NIEUWE BINNENWEG 259B",,
S1F294,ROTTERDAM,3021 GD,NIEUWE BINNENWEG 259B,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, NIEUWE BINNENWEG 259B",,
S1N433,ROTTERDAM,3071 SH,ORANJEBOOMSTRAAT 185 - 187,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, ORANJEBOOMSTRAAT 185 - 187",,
S1H138,ROTTERDAM,3053 GV,PEPPELWEG 146D,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, PEPPELWEG 146D",,
S1Q411,ROTTERDAM,3067 LW,POOLSTERPLEIN 135,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, ROTTERDAM, POOLSTERPLEIN 135",,
S1Q460,ROTTERDAM,3067 LW,POOLSTERPLEIN 135,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, ROTTERDAM, POOLSTERPLEIN 135",,
S1P464,ROTTERDAM,3067 LW,POOLSTERPLEIN 135,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, POOLSTERPLEIN 135",,
S1P414,ROTTERDAM,3067 LW,POOLSTERPLEIN 135,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, POOLSTERPLEIN 135",,
S1N483,ROTTERDAM,3072 GB,PRETORIALAAN 47B,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, PRETORIALAAN 47B",,
S1Y462,ROTTERDAM,3072 GB,PRETORIALAAN 47B,4560,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, PRETORIALAAN 47B",,
S1A422,ROTTERDAM,3061 TT,WILLEM RUYSLAAN 75,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, WILLEM RUYSLAAN 75",,
S1A412,ROTTERDAM,3061 TT,WILLEM RUYSLAAN 75,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, WILLEM RUYSLAAN 75",,
S1A425,ROTTERDAM,3061 TT,WILLEM RUYSLAAN 75,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, WILLEM RUYSLAAN 75",,
S1H448,ROTTERDAM,3061 TT,WILLEM RUYSLAAN 75,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, WILLEM RUYSLAAN 75",,
S1I123,ROTTERDAM,3039 EG,STADHOUDERSWEG 129,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, STADHOUDERSWEG 129",,
S1K164,ROTTERDAM,3038 EB,STADHOUDERSWEG 7A,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, STADHOUDERSWEG 7A",,
S1M463,ROTTERDAM,3013 AK,STATIONSPLEIN 45,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, STATIONSPLEIN 45",,
S1M414,ROTTERDAM,3013 AK,STATIONSPLEIN 45,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, STATIONSPLEIN 45",,
S1N457,ROTTERDAM,3038 EA,STADHOUDERSPLEIN 134C,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, STADHOUDERSPLEIN 134C",,
S1N485,ROTTERDAM,3076 EL,SPINOZAWEG 199,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, SPINOZAWEG 199",,
S1N435,ROTTERDAM,3086 EW,SLINGE 568A,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, SLINGE 568A",,
S1N484,ROTTERDAM,3085 ER,SLINGE 143,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, SLINGE 143",,
S1O420,ROTTERDAM,3026 AD,SCHIEDAMSEWEG 61,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, SCHIEDAMSEWEG 61",,
S1O469,ROTTERDAM,3026 AD,SCHIEDAMSEWEG 61,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, SCHIEDAMSEWEG 61",,
S1N434,ROTTERDAM,3026 AD,SCHIEDAMSEWEG 61,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, SCHIEDAMSEWEG 61",,
S1A202,ROTTERDAM,3022 AB,VIERAMBACHTSSTRAAT 13A,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, VIERAMBACHTSSTRAAT 13A",,
S1B270,ROTTERDAM,3022 AB,VIERAMBACHTSSTRAAT 13A,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, VIERAMBACHTSSTRAAT 13A",,
S1Y460,ROTTERDAM,3013 AM,WEENA 691,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, WEENA 691",,
S1Y411,ROTTERDAM,3013 AM,WEENA 691,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, WEENA 691",,
S1J472,ROTTERDAM,3065 JK,MIA VAN YPERENPLEIN 12,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ROTTERDAM, MIA VAN YPERENPLEIN 12",,
S1M231,ROTTERDAM,3083 BP,ZUIDPLEIN T.O. HOOG 770,2550,OP,2M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, ROTTERDAM, ZUIDPLEIN T.O. HOOG 770",,
S1W289,ROTTERDAM,3083 BP,ZUIDPLEIN T.O. HOOG 770,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROTTERDAM, ZUIDPLEIN T.O. HOOG 770",,
S1W223,ROTTERDAM,3083 CW,ZUIDPLEIN 54,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, ZUIDPLEIN 54",,
S1H497,ROTTERDAM,3083 CW,ZUIDPLEIN 54,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, ZUIDPLEIN 54",,
S1C489,ROTTERDAM,3083 CW,ZUIDPLEIN 54,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, ZUIDPLEIN 54",,
S1W222,ROTTERDAM,3083 CW,ZUIDPLEIN 54,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, ZUIDPLEIN 54",,
S1W221,ROTTERDAM,3083 CW,ZUIDPLEIN 54,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, ZUIDPLEIN 54",,
S1D238,ROTTERDAM,3083 CW,ZUIDPLEIN 54,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ROTTERDAM, ZUIDPLEIN 54",,
S1A411,ROZENBURG,3181 AT,MOLENWEG 57 - 59,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ROZENBURG, MOLENWEG 57 - 59",,
S1M487,SANTPOORT NOORD,2071 EG,HOOFDSTRAAT 171,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, SANTPOORT NOORD, HOOFDSTRAAT 171",,
S1H114,SAPPEMEER,9611 AB,NOORDERSTRAAT 65,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SAPPEMEER, NOORDERSTRAAT 65",,
S1V292,SASSENHEIM,2171 BC,HOOFDSTRAAT 211,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SASSENHEIM, HOOFDSTRAAT 211",,
S1Y416,SASSENHEIM,2171 BC,HOOFDSTRAAT 211,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SASSENHEIM, HOOFDSTRAAT 211",,
S1E484,SASSENHEIM,2171 BC,HOOFDSTRAAT 211,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SASSENHEIM, HOOFDSTRAAT 211",,
S1C236,SAS VAN GENT,4551 BK,MARKT 7,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SAS VAN GENT, MARKT 7",,
S1M446,SCHOONHOVEN,2871 SV,J VAN BEIERENSTRAAT 2,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, SCHOONHOVEN, J VAN BEIERENSTRAAT 2",,
S1I402,SCHIEDAM,3111 NW,LAND VAN BELOFTE 2 - 6,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHIEDAM, LAND VAN BELOFTE 2 - 6",,
S1G412,SCHIEDAM,3111 NW,LAND VAN BELOFTE 2 - 6,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHIEDAM, LAND VAN BELOFTE 2 - 6",,
S1I497,SCHIEDAM,3111 NW,LAND VAN BELOFTE 2 - 6,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHIEDAM, LAND VAN BELOFTE 2 - 6",,
S1G411,SCHIEDAM,3111 NW,LAND VAN BELOFTE 2 - 6,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHIEDAM, LAND VAN BELOFTE 2 - 6",,
S1G410,SCHIEDAM,3111 NW,LAND VAN BELOFTE 2 - 6,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHIEDAM, LAND VAN BELOFTE 2 - 6",,
S1Q237,SCHIPHOL,1118 AP,WKTR AANKOMST 1,2050,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR AANKOMST 1",,
S1J280,SCHIPHOL,1118 AP,WKTR AANKOMST 1,2050,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR AANKOMST 1",,
S1O226,SCHIPHOL,1118 AP,WISSELKANTOOR AANKOMST 2,2050,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WISSELKANTOOR AANKOMST 2",,
S1L179,SCHIPHOL,1118 AP,WISSELKANTOOR AANKOMST 2,4000,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WISSELKANTOOR AANKOMST 2",,
S1K457,SCHIPHOL,1118 AP,WKTR AANKOMST 3,4000,BMK,100M,MANUAL - Schiphol,Keyholder,"Netherlands, SCHIPHOL, WKTR AANKOMST 3",,
S1K489,SCHIPHOL,1118 AP,WKTR AANKOMST 3,4000,BMK,100M,MANUAL - Schiphol,Keyholder,"Netherlands, SCHIPHOL, WKTR AANKOMST 3",,
S1K440,SCHIPHOL,1118 AP,WKTR AANKOMST 3,4000,BMK,100M,MANUAL - Schiphol,Keyholder,"Netherlands, SCHIPHOL, WKTR AANKOMST 3",,
S1J295,SCHIPHOL,1118 AP,WKTR AANKOMST 3A,2050,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR AANKOMST 3A",,
S1M467,SCHIPHOL,1118 AP,WKTR VERTREK LOUNGE 1,4000,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK LOUNGE 1",,
S1Z120,SCHIPHOL,1118 AP,WKTR VERTREK LOUNGE 1,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK LOUNGE 1",,
S1M417,SCHIPHOL,1118 AP,WKTR VERTREK LOUNGE 1,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK LOUNGE 1",,
S1J447,SCHIPHOL,1118 AP,WKTR VERTREK LOUNGE 2,4560,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK LOUNGE 2",,
S1Z124,SCHIPHOL,1118 AP,WKTR VERTREK LOUNGE 2,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK LOUNGE 2",,
S1D412,SCHIPHOL,1118 AP,WKTR VERTREK D-PIER -,2050,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK D-PIER -",,
S1K404,SCHIPHOL,1118 AP,WKTR VERTREK LOUNGE 3,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK LOUNGE 3",,
S1K412,SCHIPHOL,1118 AP,WKTR VERTREK LOUNGE 3,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK LOUNGE 3",,
S1Z103,SCHIPHOL,1118 AP,WKTR VERTREK LOUNGE 3,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR VERTREK LOUNGE 3",,
S1J443,SCHIPHOL,1118 AP,WKTR LOUNGE 2 1E ETAGE,4560,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR LOUNGE 2 1E ETAGE",,
S1Z123,SCHIPHOL,1118 AP,WKTR LOUNGE 2 1E ETAGE,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR LOUNGE 2 1E ETAGE",,
S1J467,SCHIPHOL,1118 AP,WKTR LOUNGE 2 2E ETAGE,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR LOUNGE 2 2E ETAGE",,
S1J418,SCHIPHOL,1118 AP,WKTR LOUNGE 2 2E ETAGE,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR LOUNGE 2 2E ETAGE",,
S1Z122,SCHIPHOL,1118 AP,WKTR LOUNGE 2 2E ETAGE,2050,BMK,"1M, 1G",MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, WKTR LOUNGE 2 2E ETAGE",,
S1I140,SCHERPENZEEL,3925 KJ,DORPSSTRAAT 214,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SCHERPENZEEL, DORPSSTRAAT 214",,
S1C497,SCHIPHOL,1118 AP,VERTREK LOUNGE 4 / M-PIER 0,2000,OP,"1M, 1G",MANUAL - Schiphol,SVA (frontloader),"Netherlands, SCHIPHOL, VERTREK LOUNGE 4 / M-PIER 0",,
S1E221,SCHIPHOL,1117 CN,STATIONSPLEIN 610 OOST GEBOUW 102,2050,OP,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, STATIONSPLEIN 610 OOST GEBOUW 102",,
S1E468,SCHIPHOL,1118 AP,AANKOMSTHAL SCHIPHOL PLAZA,2000,OP,100M,MANUAL - Schiphol,SVA (frontloader),"Netherlands, SCHIPHOL, AANKOMSTHAL SCHIPHOL PLAZA",,
S1E469,SCHIPHOL,1118 AP,AANKOMSTHAL SCHIPHOL PLAZA,2000,OP,100M,MANUAL - Schiphol,SVA (frontloader),"Netherlands, SCHIPHOL, AANKOMSTHAL SCHIPHOL PLAZA",,
S1Z125,SCHIPHOL,1118 CB,HAVENMEESTERWEG 1 (SKYPORT),2050,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, HAVENMEESTERWEG 1 (SKYPORT)",,
S1Z126,SCHIPHOL,1118 CB,HAVENMEESTERWEG 1 (SKYPORT),2050,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, HAVENMEESTERWEG 1 (SKYPORT)",,
S1P253,SCHIPHOL,1118 CB,HAVENMEESTERWEG 1 (SKYPORT),2050,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, HAVENMEESTERWEG 1 (SKYPORT)",,
S1M278,SCHIPHOL,1118 CB,HAVENMEESTERWEG 1 (SKYPORT),4000,BMK,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, HAVENMEESTERWEG 1 (SKYPORT)",,
S1N248,SCHIEDAM,3111 HH,HOOGSTRAAT 2,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SCHIEDAM, HOOGSTRAAT 2",,
S1P294,SCHIEDAM,3114 NC,HAGASTRAAT 1,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SCHIEDAM, HAGASTRAAT 1",,
S1W258,SCHIJNDEL,5481 AH,HOOFDSTRAAT 63,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHIJNDEL, HOOFDSTRAAT 63",,
S1W260,SCHIJNDEL,5481 AH,HOOFDSTRAAT 63,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHIJNDEL, HOOFDSTRAAT 63",,
S1H467,SCHAGEN,1741 BT,NIEUWSTRAAT 6,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHAGEN, NIEUWSTRAAT 6",,
S1J482,SCHAGEN,1741 BT,NIEUWSTRAAT 6,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHAGEN, NIEUWSTRAAT 6",,
S1J248,SCHAGEN,1741 BT,NIEUWSTRAAT 6,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SCHAGEN, NIEUWSTRAAT 6",,
S1O471,SCHIEDAM,3119 ET,MGR. NOLENSLAAN 690,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SCHIEDAM, MGR. NOLENSLAAN 690",,
S1N437,SCHIEDAM,3119 ET,MGR. NOLENSLAAN 690,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SCHIEDAM, MGR. NOLENSLAAN 690",,
S1M458,SCHIPHOL,1118 AP,PLAZA ZUID,2050,OP,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, PLAZA ZUID",,
S1M408,SCHIPHOL,1118 AP,PLAZA ZUID,2050,OP,100M,MANUAL - Schiphol,SVA (SIOC),"Netherlands, SCHIPHOL, PLAZA ZUID",,
S1C234,SCHIEDAM,3117 BK,RUBENSPLEIN 2,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SCHIEDAM, RUBENSPLEIN 2",,
S1C253,DEN HAAG,2586 JL,STRANDWEG 39,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, STRANDWEG 39",,
S1N487,SCHIEDAM,3121 JH,SCHIEDAMSEWEG 28,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SCHIEDAM, SCHIEDAMSEWEG 28",,
S1G479,SITTARD,6131 JJ,ENGELENKAMPSTRAAT 58,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SITTARD, ENGELENKAMPSTRAAT 58",,
S1V243,SITTARD,6131 JJ,ENGELENKAMPSTRAAT 58,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SITTARD, ENGELENKAMPSTRAAT 58",,
S1I424,SITTARD,6131 JJ,ENGELENKAMPSTRAAT 58,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SITTARD, ENGELENKAMPSTRAAT 58",,
S1F291,SITTARD,6131 EK,MARKT 7 - 10,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SITTARD, MARKT 7 - 10",,
S1Q236,SLAGHAREN,7776 PB,ZWARTE DIJK 37,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SLAGHAREN, ZWARTE DIJK 37",,
S1Y407,SLIEDRECHT,3362 AA,BURG. WINKLERPLEIN 24,4560,OP,2M,MANUAL - Slow line,Keyholder,"Netherlands, SLIEDRECHT, BURG. WINKLERPLEIN 24",,
S1Y456,SLIEDRECHT,3362 AA,BURG. WINKLERPLEIN 24,4560,OP,2M,MANUAL - Slow line,Keyholder,"Netherlands, SLIEDRECHT, BURG. WINKLERPLEIN 24",,
S1F400,SLUIS,4524 CL,KAAI 11 TM 13,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SLUIS, KAAI 11 TM 13",,
S1V462,SNEEK,8601 HJ,ST. ANTONIUSPLEIN 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SNEEK, ST. ANTONIUSPLEIN 1",,
S1W277,SNEEK,8601 HJ,ST. ANTONIUSPLEIN 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SNEEK, ST. ANTONIUSPLEIN 1",,
S1Y244,SNEEK,8604 BH,MIDDELZEELAAN 4,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SNEEK, MIDDELZEELAAN 4",,
S1B404,SNEEK,8601 BT,OOSTERDIJK 2,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SNEEK, OOSTERDIJK 2",,
S1Q231,SOEST,3761 CM,BURG. GROTHESTRAAT 2,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SOEST, BURG. GROTHESTRAAT 2",,
S1A441,SOEST,3768 EJ,SOESTERBERGSESTRAAT 54,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SOEST, SOESTERBERGSESTRAAT 54",,
S1C250,SOEST,3765 CT,SMITSWEG 8,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SOEST, SMITSWEG 8",,
S1M266,SOEST,3761 CD,VAN WEEDESTRAAT 97,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SOEST, VAN WEEDESTRAAT 97",,
S1M263,SOEST,3761 CD,VAN WEEDESTRAAT 97,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SOEST, VAN WEEDESTRAAT 97",,
S1H198,SOMEREN,5711 EM,POSTELSTRAAT 25,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SOMEREN, POSTELSTRAAT 25",,
S1J420,SON EN BREUGEL,5691 AC,NIEUWSTRAAT 28,4560,OP,"1M, 100M",MANUAL - Multiple Lines,Keyholder,"Netherlands, SON EN BREUGEL, NIEUWSTRAAT 28",,
S1N408,SPIJKENISSE,3206 TB,LENTEAKKER 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SPIJKENISSE, LENTEAKKER 1",,
S1N438,SPIJKENISSE,3201 BH,MARREWIJKLAAN 8,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, SPIJKENISSE, MARREWIJKLAAN 8",,
S1I429,SPIJKENISSE,3201 EM,RAADHUISLAAN 91 - 93,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SPIJKENISSE, RAADHUISLAAN 91 - 93",,
S1C407,SPIJKENISSE,3201 EM,RAADHUISLAAN 91 - 93,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SPIJKENISSE, RAADHUISLAAN 91 - 93",,
S1C231,SPIJKENISSE,3201 EM,RAADHUISLAAN 91 - 93,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SPIJKENISSE, RAADHUISLAAN 91 - 93",,
S1C232,SPIJKENISSE,3201 EM,RAADHUISLAAN 91 - 93,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, SPIJKENISSE, RAADHUISLAAN 91 - 93",,
S1G473,STADSKANAAL,9501 SZ,RAADHUISPLEIN 3,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, STADSKANAAL, RAADHUISPLEIN 3",,
S1Q248,STADSKANAAL,9501 SZ,RAADHUISPLEIN 3,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, STADSKANAAL, RAADHUISPLEIN 3",,
S1V452,STEENWIJK,8331 JR,GASTHUISSTRAAT 54,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, STEENWIJK, GASTHUISSTRAAT 54",,
S1J448,STEENBERGEN,4651 BP,KAAISTRAAT 46,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, STEENBERGEN, KAAISTRAAT 46",,
S1W467,STEIN,6171 JC,RAADHUISPLEIN 25,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, STEIN, RAADHUISPLEIN 25",,
S1V461,STIENS,9051 AX,WULPSTRAAT 5,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, STIENS, WULPSTRAAT 5",,
S1J478,TEGELEN,5931 NX,WILHELMINAPLEIN 11,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, TEGELEN, WILHELMINAPLEIN 11",,
S1J224,TERNEUZEN,4536 BD,ALVAREZLAAN 32,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, TERNEUZEN, ALVAREZLAAN 32",,
S1J474,WEST-TERSCHELLING,8881 EC,BURG. VAN HEUSDENWEG 12,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, WEST-TERSCHELLING, BURG. VAN HEUSDENWEG 12",,
S1K414,TERNEUZEN,4531 GM,HERENGRACHT 15,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, TERNEUZEN, HERENGRACHT 15",,
S1A257,TERNEUZEN,4531 GM,HERENGRACHT 15,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, TERNEUZEN, HERENGRACHT 15",,
S1B206,TERNEUZEN,4531 GM,HERENGRACHT 15,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, TERNEUZEN, HERENGRACHT 15",,
S1Q278,TERNEUZEN,4531 GM,HERENGRACHT 15,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, TERNEUZEN, HERENGRACHT 15",,
