ID,Place,Postcode,Address,ATM Type,Location Type,Line Capacity,Migration,KeyHolder / SVA,Total Location,Latitude,Longitude
S1W453,ENSCHEDE,7544 JA,WESSELER-NERING 2I,4560,OP,"100M, 1M",MANUAL - Multiple Lines,Keyholder,"Netherlands, ENSCHEDE, WESSELER-NERING 2I",52.1914816,6.8804368
S1E495,EPE,8162 AB,HOOFDSTRAAT 41 - 43,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, EPE, HOOFDSTRAAT 41 - 43",52.3505037,5.9851672
S1G193,EPE,8162 AB,HOOFDSTRAAT 41 - 43,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, EPE, HOOFDSTRAAT 41 - 43",52.3505037,5.9851672
S1M431,ERMELO,3851 NH,STATIONSSTRAAT 28,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ERMELO, STATIONSSTRAAT 28",52.2619918,5.5936774
S1Q202,ETTEN-LEUR,4873 JA,MARKTHOF 15 - 17,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ETTEN-LEUR, MARKTHOF 15 - 17",51.569021,4.6368924
S1P279,ETTEN-LEUR,4873 JA,MARKTHOF 15 - 17,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ETTEN-LEUR, MARKTHOF 15 - 17",51.569021,4.6368924
S1V432,FRANEKER,8801 LE,VOORSTRAAT 76,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, FRANEKER, VOORSTRAAT 76",53.1868138,5.5394583
S1O407,GAANDEREN,7011 AA,HOOFDSTRAAT 1 - 002,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GAANDEREN, HOOFDSTRAAT 1 - 002",51.9291822,6.34607
S1V289,GELDROP,5664 HM,HEUVEL 35,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GELDROP, HEUVEL 35",51.4220798,5.5591788
S1H425,GELDROP,5664 HM,HEUVEL 35,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GELDROP, HEUVEL 35",51.4220798,5.5591788
S1V296,GELDROP,5664 HM,HEUVEL 35,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GELDROP, HEUVEL 35",51.4220798,5.5591788
S1J409,GELDERMALSEN,4191 AL,HERMAN KUIJKSTRAAT 62,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, GELDERMALSEN, HERMAN KUIJKSTRAAT 62",51.8825078,5.2905377
S1F435,GELEEN,6161 ED,RIJKSWEG CENTRUM 79,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, GELEEN, RIJKSWEG CENTRUM 79",50.9681785,5.8293493
S1F411,GELEEN,6164 BA,ZUIDHOF 3 - 4,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GELEEN, ZUIDHOF 3 - 4",50.9572833,5.8267008
S1M481,GEMERT,5421 KP,NIEUWSTRAAT 4,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, GEMERT, NIEUWSTRAAT 4",51.5565497,5.6816463
S1C256,GENDT,6691 AX,DORPSTRAAT 22,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GENDT, DORPSTRAAT 22",51.8770021,5.9714961
S1M407,GENEMUIDEN,8281 EV,HAVENPLEIN 2,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, GENEMUIDEN, HAVENPLEIN 2",52.6239318,6.0414648
S1H162,GENNEP,6591 GS,SPOORSTRAAT 115,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GENNEP, SPOORSTRAAT 115",51.6976039,5.9719774
S1K142,GLANERBRUG,7534 AP,GRONAUSESTRAAT 1066,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GLANERBRUG, GRONAUSESTRAAT 1066",52.2155143,6.9673292
S1V474,GOES,4461 GL,PIET HEINSTRAAT 9,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GOES, PIET HEINSTRAAT 9",51.5009254,3.888709
S1V424,GOES,4461 GL,PIET HEINSTRAAT 9,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GOES, PIET HEINSTRAAT 9",51.5009254,3.888709
S1P463,GOES,4461 GL,PIET HEINSTRAAT 9,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GOES, PIET HEINSTRAAT 9",51.5009254,3.888709
S1K480,GOES,4461 HZ,SINGELSTRAAT 3A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GOES, SINGELSTRAAT 3A",51.5035752,3.8896966
S1J433,GOIRLE,5051 AR,KLOOSTERPLEIN 1,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, GOIRLE, KLOOSTERPLEIN 1",51.5201185,5.067025
S1Y410,GOOR,7471 BS,GROTESTRAAT 126,4560,OP,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, GOOR, GROTESTRAAT 126",52.2326668,6.5829167
S1W294,GORINCHEM,4205 KX,BANNEWEG 10,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GORINCHEM, BANNEWEG 10",51.838373,4.9621466
S1C204,GORINCHEM,4205 KX,BANNEWEG 10,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GORINCHEM, BANNEWEG 10",51.838373,4.9621466
S1D236,GORINCHEM,4204 AS,DROSSAARTSTRAAT 2 (PIAZZA CENTER),2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GORINCHEM, DROSSAARTSTRAAT 2 (PIAZZA CENTER)",51.8371913,4.961734
S1W462,GORSSEL,7213 CP,HOOFDSTRAAT 39A,4560,OP,3G (Mobile),MANUAL - 3G Mobile,Keyholder,"Netherlands, GORSSEL, HOOFDSTRAAT 39A",52.198679,6.2000434
S1I101,GORREDIJK,8401 BZ,HOOFDSTRAAT 4,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GORREDIJK, HOOFDSTRAAT 4",53.0044057,6.0644508
S1O268,GORINCHEM,4201 JD,VIJFZINNENSTRAAT 4,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GORINCHEM, VIJFZINNENSTRAAT 4",51.8313142,4.9745083
S1N405,GOUDA,2804 XA,LEKKENBURG 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GOUDA, LEKKENBURG 1",52.0326263,4.7025616
S1O463,GOUDA,2801 GR,NIEUWE MARKT 64A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GOUDA, NIEUWE MARKT 64A",52.0134313,4.7118469
S1W253,GOUDA,2801 AS,VREDEBEST 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GOUDA, VREDEBEST 1",52.0157621,4.7087934
S1W257,GOUDA,2801 AS,VREDEBEST 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GOUDA, VREDEBEST 1",52.0157621,4.7087934
S1J407,GOUDA,2801 AS,VREDEBEST 1,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GOUDA, VREDEBEST 1",52.0157621,4.7087934
S1W261,GOUDA,2801 AS,VREDEBEST 1,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GOUDA, VREDEBEST 1",52.0157621,4.7087934
S1M409,DEN HAAG,2585 EN,BANKASTRAAT 44,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, DEN HAAG, BANKASTRAAT 44",52.0914836,4.3041173
S1W423,DEN HAAG,2595 AA,KONINGIN JULIANAPLEIN 2,4560,OP,2M,MANUAL - Slow line,Keyholder,"Netherlands, DEN HAAG, KONINGIN JULIANAPLEIN 2",52.0815019,4.3218181
S1W472,DEN HAAG,2595 AA,KONINGIN JULIANAPLEIN 2,4560,OP,2M,MANUAL - Slow line,Keyholder,"Netherlands, DEN HAAG, KONINGIN JULIANAPLEIN 2",52.0815019,4.3218181
S1W420,DEN HAAG,2596 HR,CAREL VAN BYLANDTLAAN 16,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, DEN HAAG, CAREL VAN BYLANDTLAAN 16",52.0936601,4.3127177
S1P431,DEN HAAG,2586 EP,BADHUISKADE 24,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, BADHUISKADE 24",52.1069424,4.2783678
S1Q428,DEN HAAG,2586 EP,BADHUISKADE 24,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, BADHUISKADE 24",52.1069424,4.2783678
S1P480,DEN HAAG,2586 EP,BADHUISKADE 24,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, BADHUISKADE 24",52.1069424,4.2783678
S1Q478,DEN HAAG,2586 EP,BADHUISKADE 24,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, BADHUISKADE 24",52.1069424,4.2783678
S1H462T,DELFT,2612 CT,BRASSERSPLEIN 1,4000,BMK,1M,MANUAL - ATM Type,Keyholder,"Netherlands, DELFT, BRASSERSPLEIN 1",52.0259561,4.3565782
S1H430,DEN HAAG,2551 KJ,A. DIEPENBROCKHOF 63,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, A. DIEPENBROCKHOF 63",52.0590599,4.2307327
S1J416,GRAAUW,4569 AK,DORPSSTRAAT 44,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRAAUW, DORPSSTRAAT 44",51.3286025,4.1045802
S1N416,DEN HAAG,2586 BX,GEVERS DEYNOOTWEG 1134,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, GEVERS DEYNOOTWEG 1134",52.1145864,4.2845613
S1N454,DEN HAAG,2573 KA,DIERENSELAAN 25,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, DIERENSELAAN 25",52.0671374,4.2857891
S1O460,DEN HAAG,2573 KA,DIERENSELAAN 25,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, DIERENSELAAN 25",52.0671374,4.2857891
S1N465,DEN HAAG,2513 GW,ELANDSTRAAT 160,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, ELANDSTRAAT 160",52.0794249,4.2962316
S1G103,DEN HAAG,2565 GH,GOUDENREGENPLEIN 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, GOUDENREGENPLEIN 1",52.0766053,4.2641844
S1G153,GRAVE,5361 EX,HOFPLEIN 3,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRAVE, HOFPLEIN 3",51.7594217,5.7393774
S1F270,DEN HAAG,2526 JC,HOBBEMAPLEIN 52,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, HOBBEMAPLEIN 52",52.0664287,4.2970851
S1A284,DEN HAAG,2526 JC,HOBBEMAPLEIN 52,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, HOBBEMAPLEIN 52",52.0664287,4.2970851
S1D210,DEN HAAG,2526 JC,HOBBEMAPLEIN 52,4560,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, HOBBEMAPLEIN 52",52.0664287,4.2970851
S1B217,DEN HAAG,2526 JC,HOBBEMAPLEIN 52,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, HOBBEMAPLEIN 52",52.0664287,4.2970851
S1G164,DEN HAAG,2523 AS,JONCKBLOETPLEIN 36,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, JONCKBLOETPLEIN 36",52.0586595,4.3209898
S1N417,DEN HAAG,2523 AP,JONCKBLOETPLEIN 1,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, JONCKBLOETPLEIN 1",52.0589515,4.3222713
S1J290,DEN HAAG,2511 CB,KALVERMARKT 39,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, KALVERMARKT 39",52.0782998,4.3178134
S1E466,DEN HAAG,2511 CW,KORTE VOORHOUT 7,2000,OP,1M,MANUAL - ATM Type,SVA (frontloader),"Netherlands, DEN HAAG, KORTE VOORHOUT 7",52.0825525,4.3169385
S1A466,DEN HAAG,2521 BR,VAN DER KUNSTRAAT 83,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, VAN DER KUNSTRAAT 83",52.0655624,4.3177393
S1O239,DEN HAAG,2587 RT,KURHAUSWEG 2,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, KURHAUSWEG 2",52.1123917,4.2839571
S1W438,DEN HAAG,2596 AA,KONINGSKADE 30,2050,BZK,200M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, KONINGSKADE 30",52.0884426,4.3144904
S1W487,DEN HAAG,2596 AA,KONINGSKADE 30,4560,BZK,200M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, KONINGSKADE 30",52.0884426,4.3144904
S1W437,DEN HAAG,2596 AA,KONINGSKADE 30,4560,BZK,200M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, KONINGSKADE 30",52.0884426,4.3144904
S1W486,DEN HAAG,2596 AA,KONINGSKADE 30,4560,BZK,200M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, KONINGSKADE 30",52.0884426,4.3144904
S1M471,DEN HAAG,2592 CK,HET KLEINE LOO 390,4560,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, HET KLEINE LOO 390",52.0921526,4.3582964
S1M422,DEN HAAG,2592 CK,HET KLEINE LOO 390,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, HET KLEINE LOO 390",52.0921526,4.3582964
S1N466,DEN HAAG,2552 XM,HILDO KROPLAAN 35 - 37,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, HILDO KROPLAAN 35 - 37",52.055269,4.2501516
S1G487,DEN HAAG,2514 EJ,LANGE VOORHOUT 102,2000,OP,1M,MANUAL - ATM Type,SVA (frontloader),"Netherlands, DEN HAAG, LANGE VOORHOUT 102",52.0825476,4.3149801
S1W281,DEN HAAG,2545 GG,LEYWEG 535B,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, LEYWEG 535B",52.0507755,4.273065
S1W458,DEN HAAG,2545 GG,LEYWEG 535B,4560,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, LEYWEG 535B",52.0507755,4.273065
S1D214,DEN HAAG,2545 GM,LEYWEG 787,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, LEYWEG 787",52.0468148,4.2782418
S1W408,DEN HAAG,2545 GM,LEYWEG 787,4560,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, LEYWEG 787",52.0468148,4.2782418
S1B239,S GRAVENZANDE,2691 BK,LANGESTRAAT 132,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, S GRAVENZANDE, LANGESTRAAT 132",52.0004727,4.1630551
S1E486,S GRAVENZANDE,2691 BK,LANGESTRAAT 132,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, S GRAVENZANDE, LANGESTRAAT 132",52.0004727,4.1630551
S1N467,DEN HAAG,2512 GM,LAAN 7,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, LAAN 7",52.0760949,4.3076692
S1O412,DEN HAAG,2512 GM,LAAN 7,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, LAAN 7",52.0760949,4.3076692
S1W450,DEN HAAG,2514 GB,NOORDEINDE 21,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, DEN HAAG, NOORDEINDE 21",52.0801525,4.3080673
S1J499,DEN HAAG,2597 AK,OUDE WAALSDORPERWEG 10,2000,OP,1M,MANUAL - ATM Type,SVA (frontloader),"Netherlands, DEN HAAG, OUDE WAALSDORPERWEG 10",52.1071002,4.3187995
S1W448,DEN HAAG,2597 GS,WILLEM ROYAARDSPLEIN 1,4560,OP,3G (Mobile),MANUAL - 3G Mobile,Keyholder,"Netherlands, DEN HAAG, WILLEM ROYAARDSPLEIN 1",52.104669,4.3239736
S1N418,DEN HAAG,2562 EZ,REGENTESSEPLEIN 228,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, REGENTESSEPLEIN 228",52.0763466,4.2823932
S1O462,DEN HAAG,2562 EZ,REGENTESSEPLEIN 228,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, REGENTESSEPLEIN 228",52.0763466,4.2823932
S1V447,DEN HAAG,2566 AE,DE SAVORNIN LOHMANPLEIN 42,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, DEN HAAG, DE SAVORNIN LOHMANPLEIN 42",52.0669215,4.2456626
S1V446,DEN HAAG,2566 AE,DE SAVORNIN LOHMANPLEIN 42,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, DEN HAAG, DE SAVORNIN LOHMANPLEIN 42",52.0669215,4.2456626
S1V496,DEN HAAG,2566 AE,DE SAVORNIN LOHMANPLEIN 42,4560,BZK,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, DEN HAAG, DE SAVORNIN LOHMANPLEIN 42",52.0669215,4.2456626
S1M476,DEN HAAG,2582 GP,STATENLAAN 46,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, STATENLAAN 46",52.0926492,4.2754416
S1H410,DEN HAAG,2582 GP,STATENLAAN 46,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, STATENLAAN 46",52.0926492,4.2754416
S1D274,DEN HAAG,2582 GP,STATENLAAN 46,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, STATENLAAN 46",52.0926492,4.2754416
S1E206,DEN HAAG,2582 GP,STATENLAAN 46,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, STATENLAAN 46",52.0926492,4.2754416
S1C206,DEN HAAG,2593 AV,THERESIASTRAAT 180,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, THERESIASTRAAT 180",52.0860044,4.3362352
S1N468,DEN HAAG,2565 HX,THOMSONLAAN 69A,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, THOMSONLAAN 69A",52.0790326,4.269386
S1I157,DEN HAAG,2547 CK,VOLENDAMLAAN 710,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, DEN HAAG, VOLENDAMLAAN 710",52.0623134,4.2687328
S1D227,DEN HAAG,2512 AX,WAGENSTRAAT 6 - 10,2050,OP,"1M, 1M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, DEN HAAG, WAGENSTRAAT 6 - 10",52.0767998,4.3110221
S1E225,DEN HAAG,2512 AX,WAGENSTRAAT 6 - 10,4560,OP,"1M, 1M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, DEN HAAG, WAGENSTRAAT 6 - 10",52.0767998,4.3110221
S1F215,DEN HAAG,2512 AX,WAGENSTRAAT 6 - 10,4560,OP,"1M, 1M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, DEN HAAG, WAGENSTRAAT 6 - 10",52.0767998,4.3110221
S1D235,DEN HAAG,2512 AX,WAGENSTRAAT 6 - 10,2050,OP,"1M, 1M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, DEN HAAG, WAGENSTRAAT 6 - 10",52.0767998,4.3110221
S1E274,DEN HAAG,2512 AX,WAGENSTRAAT 6 - 10,2050,OP,"1M, 1M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, DEN HAAG, WAGENSTRAAT 6 - 10",52.0767998,4.3110221
S1W489,DEN HAAG,2596 CM,WASSENAARSEWEG 101,4560,OP,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, DEN HAAG, WASSENAARSEWEG 101",52.0936425,4.3237676
S1W440,DEN HAAG,2596 CM,WASSENAARSEWEG 101,4560,OP,100M,REMOTE - 100Mb+,Keyholder,"Netherlands, DEN HAAG, WASSENAARSEWEG 101",52.0936425,4.3237676
S1V208,DEN HAAG,2517 JR,JOHAN DE WITTLAAN 32,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, DEN HAAG, JOHAN DE WITTLAAN 32",52.0910384,4.2828948
S1B299,GRONINGEN,9743 BA,DIAMANTLAAN 47,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, DIAMANTLAAN 47",53.2249679,6.5283822
S1M239,GRONINGEN,9742 AP,EIKENLAAN 306,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GRONINGEN, EIKENLAAN 306",53.2296639,6.5428681
S1M240,GRONINGEN,9742 AP,EIKENLAAN 306,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GRONINGEN, EIKENLAAN 306",53.2296639,6.5428681
S1M241,GRONINGEN,9742 AP,EIKENLAAN 306,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, GRONINGEN, EIKENLAAN 306",53.2296639,6.5428681
S1V449,GRONINGEN,9742 AP,EIKENLAAN 306,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, GRONINGEN, EIKENLAAN 306",53.2296639,6.5428681
S1J260,GRONINGEN,9741 EH,EIKENLAAN 5,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, EIKENLAAN 5",53.2334321,6.5537075
S1G198,GRONINGEN,9712 HR,GROTE MARKT 23,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, GROTE MARKT 23",53.2190791,6.5685918
S1I181,GRONINGEN,9712 HR,GROTE MARKT 23,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, GROTE MARKT 23",53.2190791,6.5685918
S1B292,GRONINGEN,9712 HR,GROTE MARKT 23,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, GROTE MARKT 23",53.2190791,6.5685918
S1G112,GRONINGEN,9712 HR,GROTE MARKT 23,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, GROTE MARKT 23",53.2190791,6.5685918
S1B218,GRONINGEN,9712 HR,GROTE MARKT 23,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, GROTE MARKT 23",53.2190791,6.5685918
S1I135,GRONINGEN,9712 HR,GROTE MARKT 23,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, GROTE MARKT 23",53.2190791,6.5685918
S1D242,GRONINGEN,9712 HR,GROTE MARKT 23,4560,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, GROTE MARKT 23",53.2190791,6.5685918
S1P430,GRONINGEN,9723 DV,GRIFFEWEG 97,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, GRONINGEN, GRIFFEWEG 97",53.2153921,6.5808874
S1Q477,GRONINGEN,9723 DV,GRIFFEWEG 97,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, GRONINGEN, GRIFFEWEG 97",53.2153921,6.5808874
S1H428,GRONINGEN,9733 CS,KAJUIT 248D,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, KAJUIT 248D",53.2380402,6.6247868
S1E244,GRONINGEN,9714 BG,OOSTERHAMRIKKADE 76 B,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, OOSTERHAMRIKKADE 76 B",53.2299256,6.5758821
S1P262,GRONINGEN,9728 BE,PATERSWOLDSEWEG 566 - 568,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, PATERSWOLDSEWEG 566 - 568",53.1979197,6.5582252
S1Q220,GRONINGEN,9712 CB,VISMARKT 39,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, VISMARKT 39",53.2172782,6.5640181
S1A492,GRONINGEN,9712 CB,VISMARKT 39,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, VISMARKT 39",53.2172782,6.5640181
S1Q221,GRONINGEN,9712 CB,VISMARKT 39,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, GRONINGEN, VISMARKT 39",53.2172782,6.5640181
S1M485,GRONINGEN,9722 AC,VERLENGDE HEREWEG 22,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, GRONINGEN, VERLENGDE HEREWEG 22",53.2000208,6.5794083
S1J486,GULPEN,6271 AG,RIJKSWEG 38,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, GULPEN, RIJKSWEG 38",50.814928,5.8926326
S1W292,HAARLEM,2032 PR,AMSTERDAMSTRAAT 48,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HAARLEM, AMSTERDAMSTRAAT 48",52.3788707,4.6479334
S1P432,HAARLEM,2037 AL,CALIFORNIEPLEIN 15,2050,OP,1M (?),MANUAL - Slow line,SVA (SIOC),"Netherlands, HAARLEM, CALIFORNIEPLEIN 15",52.3579544,4.6549173
S1W452,HAARLEM,2037 AL,CALIFORNIEPLEIN 15,4560,OP,1M (?),MANUAL - Slow line,SVA (SIOC),"Netherlands, HAARLEM, CALIFORNIEPLEIN 15",52.3579544,4.6549173
S1W264,HAARLEM,2012 DE,HOUTPLEIN 47,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HAARLEM, HOUTPLEIN 47",52.3746096,4.6309986
S1W263,HAARLEM,2012 DE,HOUTPLEIN 47,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HAARLEM, HOUTPLEIN 47",52.3746096,4.6309986
S1K430,HAARLEM,2012 DE,HOUTPLEIN 47,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HAARLEM, HOUTPLEIN 47",52.3746096,4.6309986
S1W239,HAARLEM,2012 DE,HOUTPLEIN 47,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HAARLEM, HOUTPLEIN 47",52.3746096,4.6309986
S1I103,HAARLEM,2011 LA,KRUISWEG 37,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, HAARLEM, KRUISWEG 37",52.3868096,4.6369162
S1Y459,HAARLEM,2023 RL,MARNIXSTRAAT 162,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, HAARLEM, MARNIXSTRAAT 162",52.4014776,4.6376165
S1A449,HAAKSBERGEN,7481 JN,SALOMON FRANKENHUISROTONDE 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, HAAKSBERGEN, SALOMON FRANKENHUISROTONDE 2",52.1574709,6.7372795
